prompt,prompt_idx,forward_step,phase,device,requests,vram_hits,vram_cold,vram_evictions,host_hits,host_misses,host_evictions,vram_policy,vram_dtype,persist
q0,0,15,decode,pooled,258,157,101,101,191,67,67,static_hotset+dyn,fp4,1
q0,0,0,prefill,cuda:0,861,0,861,482,0,861,179,belady,fp4,1
q0,0,0,prefill,cuda:1,781,0,781,500,0,781,99,belady,fp4,1
q0,0,1,decode,cuda:0,132,90,42,38,83,49,49,belady,fp4,1
q0,0,1,decode,cuda:1,126,91,35,35,79,47,47,belady,fp4,1
q0,0,2,decode,cuda:0,132,93,39,39,69,63,63,belady,fp4,1
q0,0,2,decode,cuda:1,126,91,35,35,83,43,43,belady,fp4,1
q0,0,3,decode,cuda:0,132,90,42,42,79,53,53,belady,fp4,1
q0,0,3,decode,cuda:1,126,88,38,38,84,42,42,belady,fp4,1
q0,0,4,decode,cuda:0,132,103,29,29,77,55,55,belady,fp4,1
q0,0,4,decode,cuda:1,126,100,26,26,93,33,33,belady,fp4,1
q0,0,5,decode,cuda:0,132,87,45,45,74,58,58,belady,fp4,1
q0,0,5,decode,cuda:1,126,104,22,22,100,26,26,belady,fp4,1
q0,0,6,decode,cuda:0,132,76,56,56,71,61,61,belady,fp4,1
q0,0,6,decode,cuda:1,126,95,31,31,92,34,34,belady,fp4,1
q0,0,7,decode,cuda:0,132,85,47,47,76,56,56,belady,fp4,1
q0,0,7,decode,cuda:1,126,99,27,27,98,28,28,belady,fp4,1
q0,0,8,decode,cuda:0,132,81,51,51,81,51,51,belady,fp4,1
q0,0,8,decode,cuda:1,126,90,36,36,87,39,39,belady,fp4,1
q0,0,9,decode,cuda:0,132,64,68,68,64,68,68,belady,fp4,1
q0,0,9,decode,cuda:1,126,93,33,33,86,40,40,belady,fp4,1
q0,0,10,decode,cuda:0,132,76,56,56,73,59,59,belady,fp4,1
q0,0,10,decode,cuda:1,126,79,47,47,76,50,50,belady,fp4,1
q0,0,11,decode,cuda:0,132,89,43,43,89,43,43,belady,fp4,1
q0,0,11,decode,cuda:1,126,98,28,28,93,33,33,belady,fp4,1
q0,0,12,decode,cuda:0,132,83,49,49,62,70,70,belady,fp4,1
q0,0,12,decode,cuda:1,126,107,19,19,98,28,28,belady,fp4,1
q0,0,13,decode,cuda:0,132,92,40,40,87,45,45,belady,fp4,1
q0,0,13,decode,cuda:1,126,106,20,20,104,22,22,belady,fp4,1
q0,0,14,decode,cuda:0,132,85,47,47,76,56,56,belady,fp4,1
q0,0,14,decode,cuda:1,126,111,15,15,107,19,19,belady,fp4,1
q0,0,15,decode,cuda:0,132,95,37,37,86,46,46,belady,fp4,1
q0,0,15,decode,cuda:1,126,109,17,17,105,21,21,belady,fp4,1
q0,0,0,prefill,pooled,1642,0,1642,982,0,1642,278,belady,fp4,1
q0,0,1,decode,pooled,258,181,77,73,162,96,96,belady,fp4,1
q0,0,2,decode,pooled,258,184,74,74,152,106,106,belady,fp4,1
q0,0,3,decode,pooled,258,178,80,80,163,95,95,belady,fp4,1
q0,0,4,decode,pooled,258,203,55,55,170,88,88,belady,fp4,1
q0,0,5,decode,pooled,258,191,67,67,174,84,84,belady,fp4,1
q0,0,6,decode,pooled,258,171,87,87,163,95,95,belady,fp4,1
q0,0,7,decode,pooled,258,184,74,74,174,84,84,belady,fp4,1
q0,0,8,decode,pooled,258,171,87,87,168,90,90,belady,fp4,1
q0,0,9,decode,pooled,258,157,101,101,150,108,108,belady,fp4,1
q0,0,10,decode,pooled,258,155,103,103,149,109,109,belady,fp4,1
q0,0,11,decode,pooled,258,187,71,71,182,76,76,belady,fp4,1
q0,0,12,decode,pooled,258,190,68,68,160,98,98,belady,fp4,1
q0,0,13,decode,pooled,258,198,60,60,191,67,67,belady,fp4,1
q0,0,14,decode,pooled,258,196,62,62,183,75,75,belady,fp4,1
q0,0,15,decode,pooled,258,204,54,54,191,67,67,belady,fp4,1
