scope,regime,policy,pin_frac,budget_gib,slots,initial_records,initial_state_gib,repopulation_charged,requests,hits,misses,evictions,hit_rate,prefill_misses,decode_misses,prefill_hits,decode_hits,miss_frac,ssd_MiB_per_token,wall_s_at_0.29GiBps,wall_s_at_0.33GiBps,wall_s_at_0.37GiBps,wall_s_at_3.0GiBps,wall_s_at_5.0GiBps,wall_s_at_7.0GiBps,wall_s_at_12.0GiBps
gpu1,A,lfu,,2,160,0,0.0,0,2486,810,1676,1516,0.325825,596,1080,0,810,0.674175,1335.6,71.959,63.237,56.4,6.956,4.174,2.981,1.739
gpu1,A,freq_x_recency,,2,160,0,0.0,0,2486,835,1651,1491,0.335881,596,1055,0,835,0.664119,1315.6,70.886,62.294,55.559,6.852,4.111,2.937,1.713
gpu1,A,layer_lru,,2,160,0,0.0,0,2486,6,2480,2417,0.002414,596,1884,0,6,0.997586,1976.2,106.479,93.572,83.457,10.293,6.176,4.411,2.573
gpu1,A,cost_aware,,2,160,0,0.0,0,2486,819,1667,1507,0.329445,596,1071,0,819,0.670555,1328.4,71.573,62.897,56.098,6.919,4.151,2.965,1.73
gpu1,A,belady_cold,,2,160,0,0.0,0,2486,1291,1195,1035,0.519308,596,599,0,1291,0.480692,952.3,51.307,45.088,40.214,4.96,2.976,2.126,1.24
gpu1,B,freq_lru_warmup,0.5,2,160,0,0.0,80,2486,125,2441,2281,0.050282,596,1845,0,125,0.981899,1945.2,104.805,92.101,82.144,10.131,6.079,4.342,2.533
gpu1,B,freq_lru_warmup_s4,0.5,2,160,0,0.0,14,2486,520,1980,1820,0.209171,596,1384,0,520,0.79646,1577.8,85.011,74.707,66.631,8.218,4.931,3.522,2.054
gpu1,C,static_freq_prewarm,,2,160,160,1.992,0,2486,1203,1283,0,0.48391,506,777,90,1113,0.51609,1022.4,55.086,48.409,43.175,5.325,3.195,2.282,1.331
gpu1,C,static_layer_freq_prewarm,,2,160,63,0.784,0,2486,672,1814,0,0.270314,550,1264,46,626,0.729686,1445.5,77.884,68.444,61.044,7.529,4.517,3.227,1.882
gpu1,C,freq_lru_prewarm,0.25,2,160,40,0.498,0,2486,954,1532,1412,0.383749,561,971,35,919,0.616251,1220.8,65.777,57.804,51.555,6.358,3.815,2.725,1.59
gpu1,C,freq_lru_prewarm,0.5,2,160,80,0.996,0,2486,1015,1471,1391,0.408286,542,929,54,961,0.591714,1172.2,63.157,55.502,49.502,6.105,3.663,2.617,1.526
gpu1,C,freq_lru_prewarm,0.75,2,160,120,1.494,0,2486,1064,1422,1382,0.427997,521,901,75,989,0.572003,1133.2,61.054,53.653,47.853,5.902,3.541,2.529,1.475
gpu1,C,freq_lru_prewarm,0.9,2,160,144,1.793,0,2486,1139,1347,1331,0.458166,506,841,90,1049,0.541834,1073.4,57.834,50.823,45.329,5.591,3.354,2.396,1.398
gpu1,C,freq_lru_prewarm,0.99,2,160,158,1.967,0,2486,1195,1291,1289,0.480692,506,785,90,1105,0.519308,1028.8,55.429,48.71,43.444,5.358,3.215,2.296,1.34
gpu1,C,lru_prewarm_topN,,2,160,160,1.992,0,2486,838,1648,1648,0.337088,577,1071,19,819,0.662912,1313.2,70.757,62.18,55.458,6.84,4.104,2.931,1.71
gpu1,C,belady_same_state_prewarm,,2,160,160,1.992,0,2486,1381,1105,1105,0.555511,506,599,90,1291,0.444489,880.5,47.443,41.693,37.185,4.586,2.752,1.966,1.147
gpu1,C,belady_pin_same_state,0.25,2,160,40,0.498,0,2486,1326,1160,1040,0.533387,561,599,35,1291,0.466613,924.4,49.805,43.768,39.036,4.814,2.889,2.063,1.204
gpu1,C,belady_pin_same_state,0.5,2,160,80,0.996,0,2486,1343,1143,1063,0.540225,542,601,54,1289,0.459775,910.8,49.075,43.126,38.464,4.744,2.846,2.033,1.186
gpu1,C,belady_pin_same_state,0.75,2,160,120,1.494,0,2486,1340,1146,1106,0.539019,521,625,75,1265,0.460981,913.2,49.204,43.24,38.565,4.756,2.854,2.038,1.189
gpu1,C,belady_pin_same_state,0.9,2,160,144,1.793,0,2486,1301,1185,1169,0.523331,506,679,90,1211,0.476669,944.3,50.878,44.711,39.877,4.918,2.951,2.108,1.23
gpu1,C,belady_pin_same_state,0.99,2,160,158,1.967,0,2486,1208,1278,1276,0.485921,506,772,90,1118,0.514079,1018.4,54.871,48.22,43.007,5.304,3.183,2.273,1.326
gpu1,A,lru,,3,240,0,0.0,0,2486,1000,1486,1246,0.402253,596,890,0,1000,0.597747,1184.2,63.802,56.068,50.007,6.167,3.7,2.643,1.542
gpu1,A,engine_priority_lru,,3,240,0,0.0,0,2486,309,2177,1937,0.124296,596,1581,0,309,0.875704,1734.8,93.47,82.14,73.26,9.035,5.421,3.872,2.259
gpu1,A,arc,,3,240,0,0.0,0,2486,778,1708,1468,0.312953,596,1112,0,778,0.687047,1361.1,73.333,64.444,57.477,7.089,4.253,3.038,1.772
gpu1,A,lfu,,3,240,0,0.0,0,2486,966,1520,1280,0.388576,596,924,0,966,0.611424,1211.2,65.261,57.351,51.151,6.309,3.785,2.704,1.577
gpu1,A,freq_x_recency,,3,240,0,0.0,0,2486,1036,1450,1210,0.416734,596,854,0,1036,0.583266,1155.5,62.256,54.71,48.795,6.018,3.611,2.579,1.505
gpu1,A,layer_lru,,3,240,0,0.0,0,2486,163,2323,2218,0.065567,596,1727,0,163,0.934433,1851.1,99.738,87.649,78.173,9.641,5.785,4.132,2.41
gpu1,A,cost_aware,,3,240,0,0.0,0,2486,1000,1486,1246,0.402253,596,890,0,1000,0.597747,1184.2,63.802,56.068,50.007,6.167,3.7,2.643,1.542
gpu1,A,belady_cold,,3,240,0,0.0,0,2486,1392,1094,854,0.559936,596,498,0,1392,0.440064,871.8,46.971,41.278,36.815,4.541,2.724,1.946,1.135
gpu1,B,freq_lru_warmup,0.5,3,240,0,0.0,120,2486,903,1703,1463,0.363234,596,1107,0,903,0.685036,1357.1,73.118,64.256,57.309,7.068,4.241,3.029,1.767
gpu1,B,freq_lru_warmup_s4,0.5,3,240,0,0.0,22,2486,965,1543,1303,0.388174,596,947,0,965,0.620676,1229.6,66.249,58.219,51.925,6.404,3.842,2.745,1.601
gpu1,C,static_freq_prewarm,,3,240,240,2.988,0,2486,1450,1036,0,0.583266,465,571,131,1319,0.416734,825.6,44.481,39.089,34.863,4.3,2.58,1.843,1.075
gpu1,C,static_layer_freq_prewarm,,3,240,105,1.307,0,2486,950,1536,0,0.38214,529,1007,67,883,0.61786,1224.0,65.948,57.955,51.689,6.375,3.825,2.732,1.594
gpu1,C,freq_lru_prewarm,0.25,3,240,60,0.747,0,2486,1151,1335,1155,0.462993,549,786,47,1104,0.537007,1063.8,57.318,50.371,44.925,5.541,3.324,2.375,1.385
gpu1,C,freq_lru_prewarm,0.5,3,240,120,1.494,0,2486,1249,1237,1117,0.502414,521,716,75,1174,0.497586,985.7,53.111,46.673,41.627,5.134,3.08,2.2,1.284
gpu1,C,freq_lru_prewarm,0.75,3,240,180,2.241,0,2486,1347,1139,1079,0.541834,493,646,103,1244,0.458166,907.6,48.903,42.975,38.329,4.727,2.836,2.026,1.182
gpu1,C,freq_lru_prewarm,0.9,3,240,216,2.689,0,2486,1379,1107,1083,0.554706,465,642,131,1248,0.445294,882.1,47.529,41.768,37.253,4.594,2.757,1.969,1.149
gpu1,C,freq_lru_prewarm,0.99,3,240,237,2.951,0,2486,1441,1045,1042,0.579646,465,580,131,1310,0.420354,832.7,44.867,39.429,35.166,4.337,2.602,1.859,1.084
gpu1,C,lru_prewarm_topN,,3,240,240,2.988,0,2486,1039,1447,1447,0.41794,557,890,39,1000,0.58206,1153.1,62.127,54.597,48.694,6.006,3.603,2.574,1.501
gpu1,C,belady_same_state_prewarm,,3,240,240,2.988,0,2486,1567,919,919,0.63033,465,454,131,1436,0.36967,732.3,39.457,34.675,30.926,3.814,2.289,1.635,0.954
gpu1,C,belady_pin_same_state,0.25,3,240,60,0.747,0,2486,1452,1034,854,0.584071,549,485,47,1405,0.415929,824.0,44.395,39.014,34.796,4.292,2.575,1.839,1.073
gpu1,C,belady_pin_same_state,0.5,3,240,120,1.494,0,2486,1502,984,864,0.604183,521,463,75,1427,0.395817,784.1,42.248,37.127,33.113,4.084,2.45,1.75,1.021
gpu1,C,belady_pin_same_state,0.75,3,240,180,2.241,0,2486,1522,964,904,0.612228,493,471,103,1419,0.387772,768.2,41.389,36.373,32.44,4.001,2.401,1.715,1.0
gpu1,C,belady_pin_same_state,0.9,3,240,216,2.689,0,2486,1526,960,936,0.613837,465,495,131,1395,0.386163,765.0,41.218,36.222,32.306,3.984,2.391,1.708,0.996
gpu1,C,belady_pin_same_state,0.99,3,240,237,2.951,0,2486,1462,1024,1021,0.588093,465,559,131,1331,0.411907,816.0,43.966,38.636,34.459,4.25,2.55,1.821,1.062
gpu1,A,lru,,3.5,281,0,0.0,0,2486,1057,1429,1148,0.425181,596,833,0,1057,0.574819,1138.7,61.354,53.917,48.088,5.931,3.559,2.542,1.483
gpu1,A,engine_priority_lru,,3.5,281,0,0.0,0,2486,325,2161,1880,0.130732,596,1565,0,325,0.869268,1722.0,92.783,81.536,72.722,8.969,5.381,3.844,2.242
gpu1,A,arc,,3.5,281,0,0.0,0,2486,816,1670,1389,0.328238,596,1074,0,816,0.671762,1330.8,71.702,63.01,56.199,6.931,4.159,2.97,1.733
gpu1,A,lfu,,3.5,281,0,0.0,0,2486,1037,1449,1168,0.417136,596,853,0,1037,0.582864,1154.7,62.213,54.672,48.761,6.014,3.608,2.577,1.503
gpu1,A,freq_x_recency,,3.5,281,0,0.0,0,2486,1111,1375,1094,0.446903,596,779,0,1111,0.553097,1095.7,59.036,51.88,46.271,5.707,3.424,2.446,1.427
gpu1,A,layer_lru,,3.5,281,0,0.0,0,2486,640,1846,1720,0.257442,596,1250,0,640,0.742558,1471.0,79.258,69.651,62.121,7.662,4.597,3.284,1.915
gpu1,A,cost_aware,,3.5,281,0,0.0,0,2486,1057,1429,1148,0.425181,596,833,0,1057,0.574819,1138.7,61.354,53.917,48.088,5.931,3.559,2.542,1.483
gpu1,A,belady_cold,,3.5,281,0,0.0,0,2486,1419,1067,786,0.570796,596,471,0,1419,0.429204,850.3,45.812,40.259,35.906,4.428,2.657,1.898,1.107
gpu1,B,freq_lru_warmup,0.5,3.5,281,0,0.0,140,2486,932,1694,1413,0.374899,596,1098,0,932,0.681416,1349.9,72.732,63.916,57.006,7.031,4.218,3.013,1.758
gpu1,B,freq_lru_warmup_s4,0.5,3.5,281,0,0.0,0,2486,1025,1461,1180,0.412309,596,865,0,1025,0.587691,1164.2,62.728,55.125,49.165,6.064,3.638,2.599,1.516
gpu1,C,static_freq_prewarm,,3.5,281,281,3.499,0,2486,1542,944,0,0.620274,434,510,162,1380,0.379726,752.2,40.531,35.618,31.767,3.918,2.351,1.679,0.979
gpu1,C,static_layer_freq_prewarm,,3.5,281,126,1.569,0,2486,1057,1429,0,0.425181,517,912,79,978,0.574819,1138.7,61.354,53.917,48.088,5.931,3.559,2.542,1.483
gpu1,C,freq_lru_prewarm,0.25,3.5,281,70,0.872,0,2486,1202,1284,1073,0.483508,546,738,50,1152,0.516492,1023.2,55.129,48.446,43.209,5.329,3.197,2.284,1.332
gpu1,C,freq_lru_prewarm,0.5,3.5,281,140,1.743,0,2486,1348,1138,997,0.542237,506,632,90,1258,0.457763,906.8,48.86,42.938,38.296,4.723,2.834,2.024,1.181
gpu1,C,freq_lru_prewarm,0.75,3.5,281,210,2.615,0,2486,1437,1049,978,0.578037,465,584,131,1306,0.421963,835.9,45.039,39.58,35.301,4.354,2.612,1.866,1.088
gpu1,C,freq_lru_prewarm,0.9,3.5,281,252,3.138,0,2486,1495,991,962,0.601368,463,528,133,1362,0.398632,789.7,42.549,37.391,33.349,4.113,2.468,1.763,1.028
gpu1,C,freq_lru_prewarm,0.99,3.5,281,278,3.461,0,2486,1536,950,947,0.61786,437,513,159,1377,0.38214,757.0,40.788,35.844,31.969,3.943,2.366,1.69,0.986
gpu1,C,lru_prewarm_topN,,3.5,281,281,3.499,0,2486,1123,1363,1363,0.45173,530,833,66,1057,0.54827,1086.1,58.521,51.427,45.867,5.657,3.394,2.424,1.414
gpu1,C,belady_same_state_prewarm,,3.5,281,281,3.499,0,2486,1639,847,847,0.659292,434,413,162,1477,0.340708,675.0,36.366,31.958,28.503,3.515,2.109,1.507,0.879
gpu1,C,belady_pin_same_state,0.25,3.5,281,70,0.872,0,2486,1489,997,786,0.598954,546,451,50,1439,0.401046,794.5,42.806,37.618,33.551,4.138,2.483,1.773,1.034
gpu1,C,belady_pin_same_state,0.5,3.5,281,140,1.743,0,2486,1559,927,786,0.627112,506,421,90,1469,0.372888,738.7,39.801,34.976,31.195,3.847,2.308,1.649,0.962
gpu1,C,belady_pin_same_state,0.75,3.5,281,210,2.615,0,2486,1607,879,808,0.64642,465,414,131,1476,0.35358,700.5,37.74,33.165,29.58,3.648,2.189,1.564,0.912
gpu1,C,belady_pin_same_state,0.9,3.5,281,252,3.138,0,2486,1593,893,864,0.640788,463,430,133,1460,0.359212,711.6,38.341,33.694,30.051,3.706,2.224,1.588,0.927
gpu1,C,belady_pin_same_state,0.99,3.5,281,278,3.461,0,2486,1554,932,929,0.625101,437,495,159,1395,0.374899,742.7,40.015,35.165,31.363,3.868,2.321,1.658,0.967
gpu1,A,lru,,4,321,0,0.0,0,2486,1153,1333,1012,0.463797,596,737,0,1153,0.536203,1062.2,57.232,50.295,44.858,5.532,3.319,2.371,1.383
gpu1,A,engine_priority_lru,,4,321,0,0.0,0,2486,351,2135,1814,0.141191,596,1539,0,351,0.858809,1701.3,91.666,80.555,71.847,8.861,5.317,3.798,2.215
gpu1,A,arc,,4,321,0,0.0,0,2486,862,1624,1303,0.346742,596,1028,0,862,0.653258,1294.1,69.727,61.275,54.651,6.74,4.044,2.889,1.685
gpu1,A,lfu,,4,321,0,0.0,0,2486,1091,1395,1074,0.438858,596,799,0,1091,0.561142,1111.6,59.894,52.634,46.944,5.79,3.474,2.481,1.447
gpu1,A,freq_x_recency,,4,321,0,0.0,0,2486,1145,1341,1020,0.460579,596,745,0,1145,0.539421,1068.6,57.576,50.597,45.127,5.566,3.339,2.385,1.391
gpu1,A,layer_lru,,4,321,0,0.0,0,2486,792,1694,1547,0.318584,596,1098,0,792,0.681416,1349.9,72.732,63.916,57.006,7.031,4.218,3.013,1.758
gpu1,A,cost_aware,,4,321,0,0.0,0,2486,1153,1333,1012,0.463797,596,737,0,1153,0.536203,1062.2,57.232,50.295,44.858,5.532,3.319,2.371,1.383
gpu1,A,belady_cold,,4,321,0,0.0,0,2486,1419,1067,746,0.570796,596,471,0,1419,0.429204,850.3,45.812,40.259,35.906,4.428,2.657,1.898,1.107
gpu1,B,freq_lru_warmup,0.5,4,321,0,0.0,160,2486,962,1684,1363,0.386967,596,1088,0,962,0.677393,1341.9,72.303,63.539,56.67,6.989,4.194,2.995,1.747
gpu1,B,freq_lru_warmup_s4,0.5,4,321,0,0.0,0,2486,1095,1391,1070,0.440467,596,795,0,1095,0.559533,1108.5,59.723,52.484,46.81,5.773,3.464,2.474,1.443
gpu1,C,static_freq_prewarm,,4,321,321,3.997,0,2486,1622,864,0,0.652454,394,470,202,1420,0.347546,688.5,37.096,32.599,29.075,3.586,2.152,1.537,0.896
gpu1,C,static_layer_freq_prewarm,,4,321,147,1.83,0,2486,1143,1343,0,0.459775,504,839,92,1051,0.540225,1070.2,57.662,50.672,45.194,5.574,3.344,2.389,1.393
gpu1,C,freq_lru_prewarm,0.25,4,321,80,0.996,0,2486,1284,1202,961,0.516492,542,660,54,1230,0.483508,957.8,51.608,45.352,40.449,4.989,2.993,2.138,1.247
gpu1,C,freq_lru_prewarm,0.5,4,321,160,1.992,0,2486,1405,1081,920,0.565165,506,575,90,1315,0.434835,861.4,46.413,40.787,36.378,4.487,2.692,1.923,1.122
gpu1,C,freq_lru_prewarm,0.75,4,321,240,2.988,0,2486,1523,963,882,0.612631,465,498,131,1392,0.387369,767.4,41.346,36.335,32.407,3.997,2.398,1.713,0.999
gpu1,C,freq_lru_prewarm,0.9,4,321,288,3.586,0,2486,1574,912,879,0.633146,427,485,169,1405,0.366854,726.8,39.157,34.411,30.69,3.785,2.271,1.622,0.946
gpu1,C,freq_lru_prewarm,0.99,4,321,317,3.947,0,2486,1614,872,868,0.649236,398,474,198,1416,0.350764,694.9,37.439,32.901,29.344,3.619,2.171,1.551,0.905
gpu1,C,lru_prewarm_topN,,4,321,321,3.997,0,2486,1233,1253,1253,0.495977,516,737,80,1153,0.504023,998.5,53.798,47.277,42.166,5.2,3.12,2.229,1.3
gpu1,C,belady_same_state_prewarm,,4,321,321,3.997,0,2486,1719,767,767,0.691472,394,373,202,1517,0.308528,611.2,32.931,28.94,25.811,3.183,1.91,1.364,0.796
gpu1,C,belady_pin_same_state,0.25,4,321,80,0.996,0,2486,1499,987,746,0.602977,542,445,54,1445,0.397023,786.5,42.377,37.24,33.214,4.096,2.458,1.756,1.024
gpu1,C,belady_pin_same_state,0.5,4,321,160,1.992,0,2486,1579,907,746,0.635157,506,401,90,1489,0.364843,722.8,38.942,34.222,30.522,3.764,2.259,1.613,0.941
gpu1,C,belady_pin_same_state,0.75,4,321,240,2.988,0,2486,1648,838,757,0.662912,465,373,131,1517,0.337088,667.8,35.98,31.618,28.2,3.478,2.087,1.491,0.87
gpu1,C,belady_pin_same_state,0.9,4,321,288,3.586,0,2486,1672,814,781,0.672566,427,387,169,1503,0.327434,648.7,34.949,30.713,27.393,3.378,2.027,1.448,0.845
gpu1,C,belady_pin_same_state,0.99,4,321,317,3.947,0,2486,1638,848,844,0.65889,398,450,198,1440,0.34111,675.8,36.409,31.996,28.537,3.52,2.112,1.508,0.88
gpu1,A,lru,,6,481,0,0.0,0,2486,1283,1203,722,0.51609,596,607,0,1283,0.48391,958.6,51.651,45.39,40.483,4.993,2.996,2.14,1.248
gpu1,A,engine_priority_lru,,6,481,0,0.0,0,2486,593,1893,1412,0.238536,596,1297,0,593,0.761464,1508.5,81.276,71.424,63.703,7.857,4.714,3.367,1.964
gpu1,A,arc,,6,481,0,0.0,0,2486,1255,1231,750,0.504827,596,635,0,1255,0.495173,981.0,52.853,46.447,41.425,5.109,3.065,2.19,1.277
gpu1,A,lfu,,6,481,0,0.0,0,2486,1287,1199,718,0.517699,596,603,0,1287,0.482301,955.5,51.479,45.239,40.349,4.976,2.986,2.133,1.244
gpu1,A,freq_x_recency,,6,481,0,0.0,0,2486,1281,1205,724,0.515286,596,609,0,1281,0.484714,960.2,51.737,45.466,40.55,5.001,3.001,2.143,1.25
gpu1,A,layer_lru,,6,481,0,0.0,0,2486,986,1500,1269,0.396621,596,904,0,986,0.603379,1195.3,64.403,56.596,50.478,6.226,3.735,2.668,1.556
gpu1,A,cost_aware,,6,481,0,0.0,0,2486,1283,1203,722,0.51609,596,607,0,1283,0.48391,958.6,51.651,45.39,40.483,4.993,2.996,2.14,1.248
gpu1,A,belady_cold,,6,481,0,0.0,0,2486,1419,1067,586,0.570796,596,471,0,1419,0.429204,850.3,45.812,40.259,35.906,4.428,2.657,1.898,1.107
gpu1,B,freq_lru_warmup,0.5,6,481,0,0.0,115,2486,1197,1404,923,0.481496,596,808,0,1197,0.564763,1118.8,60.281,52.974,47.247,5.827,3.496,2.497,1.457
gpu1,B,freq_lru_warmup_s4,0.5,6,481,0,0.0,51,2486,1286,1251,770,0.517297,596,655,0,1286,0.503218,996.9,53.712,47.201,42.098,5.192,3.115,2.225,1.298
gpu1,C,static_freq_prewarm,,6,481,481,5.989,0,2486,1900,586,0,0.76428,332,254,264,1636,0.23572,467.0,25.16,22.11,19.72,2.432,1.459,1.042,0.608
gpu1,C,static_layer_freq_prewarm,,6,481,231,2.876,0,2486,1405,1081,0,0.565165,463,618,133,1272,0.434835,861.4,46.413,40.787,36.378,4.487,2.692,1.923,1.122
gpu1,C,freq_lru_prewarm,0.25,6,481,120,1.494,0,2486,1428,1058,697,0.574417,521,537,75,1353,0.425583,843.1,45.425,39.919,35.604,4.391,2.635,1.882,1.098
gpu1,C,freq_lru_prewarm,0.5,6,481,240,2.988,0,2486,1586,900,659,0.637973,465,435,131,1455,0.362027,717.2,38.642,33.958,30.287,3.735,2.241,1.601,0.934
gpu1,C,freq_lru_prewarm,0.75,6,481,360,4.482,0,2486,1762,724,603,0.708769,374,350,222,1540,0.291231,576.9,31.085,27.317,24.364,3.005,1.803,1.288,0.751
gpu1,C,freq_lru_prewarm,0.9,6,481,432,5.379,0,2486,1851,635,586,0.74457,374,261,222,1629,0.25543,506.0,27.264,23.959,21.369,2.635,1.581,1.129,0.659
gpu1,C,freq_lru_prewarm,0.99,6,481,476,5.927,0,2486,1895,591,586,0.762269,337,254,259,1636,0.237731,471.0,25.375,22.299,19.888,2.453,1.472,1.051,0.613
gpu1,C,lru_prewarm_topN,,6,481,481,5.989,0,2486,1467,1019,1019,0.590105,412,607,184,1283,0.409895,812.0,43.751,38.448,34.291,4.229,2.538,1.813,1.057
gpu1,C,belady_same_state_prewarm,,6,481,481,5.989,0,2486,1900,586,586,0.76428,332,254,264,1636,0.23572,467.0,25.16,22.11,19.72,2.432,1.459,1.042,0.608
gpu1,C,belady_pin_same_state,0.25,6,481,120,1.494,0,2486,1539,947,586,0.619067,521,426,75,1464,0.380933,754.6,40.66,35.731,31.868,3.93,2.358,1.684,0.983
gpu1,C,belady_pin_same_state,0.5,6,481,240,2.988,0,2486,1659,827,586,0.667337,465,362,131,1528,0.332663,659.0,35.507,31.203,27.83,3.432,2.059,1.471,0.858
gpu1,C,belady_pin_same_state,0.75,6,481,360,4.482,0,2486,1779,707,586,0.715607,374,333,222,1557,0.284393,563.4,30.355,26.676,23.792,2.934,1.761,1.258,0.734
gpu1,C,belady_pin_same_state,0.9,6,481,432,5.379,0,2486,1851,635,586,0.74457,374,261,222,1629,0.25543,506.0,27.264,23.959,21.369,2.635,1.581,1.129,0.659
gpu1,C,belady_pin_same_state,0.99,6,481,476,5.927,0,2486,1895,591,586,0.762269,337,254,259,1636,0.237731,471.0,25.375,22.299,19.888,2.453,1.472,1.051,0.613
gpu1,A,lru,,8,642,0,0.0,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282,878.2,47.314,41.579,37.084,4.574,2.744,1.96,1.143
gpu1,A,engine_priority_lru,,8,642,0,0.0,0,2486,921,1565,923,0.370475,596,969,0,921,0.629525,1247.1,67.193,59.049,52.665,6.495,3.897,2.784,1.624
gpu1,A,arc,,8,642,0,0.0,0,2486,1374,1112,470,0.552695,596,516,0,1374,0.447305,886.1,47.744,41.957,37.421,4.615,2.769,1.978,1.154
gpu1,A,lfu,,8,642,0,0.0,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282,878.2,47.314,41.579,37.084,4.574,2.744,1.96,1.143
gpu1,A,freq_x_recency,,8,642,0,0.0,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282,878.2,47.314,41.579,37.084,4.574,2.744,1.96,1.143
gpu1,A,layer_lru,,8,642,0,0.0,0,2486,1110,1376,1082,0.4465,596,780,0,1110,0.5535,1096.5,59.079,51.918,46.305,5.711,3.427,2.448,1.428
gpu1,A,cost_aware,,8,642,0,0.0,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282,878.2,47.314,41.579,37.084,4.574,2.744,1.96,1.143
gpu1,A,belady_cold,,8,642,0,0.0,0,2486,1419,1067,425,0.570796,596,471,0,1419,0.429204,850.3,45.812,40.259,35.906,4.428,2.657,1.898,1.107
gpu1,B,freq_lru_warmup,0.5,8,642,0,0.0,0,2486,1342,1144,502,0.539823,596,548,0,1342,0.460177,911.6,49.118,43.164,38.498,4.748,2.849,2.035,1.187
gpu1,B,freq_lru_warmup_s4,0.5,8,642,0,0.0,54,2486,1373,1167,525,0.552293,596,571,0,1373,0.469429,930.0,50.105,44.032,39.272,4.844,2.906,2.076,1.211
gpu1,C,static_freq_prewarm,,8,642,642,7.994,0,2486,2061,425,0,0.829043,171,254,425,1636,0.170957,338.7,18.247,16.036,14.302,1.764,1.058,0.756,0.441
gpu1,C,static_layer_freq_prewarm,,8,642,294,3.661,0,2486,1557,929,0,0.626307,423,506,173,1384,0.373693,740.3,39.887,35.052,31.263,3.856,2.313,1.652,0.964
gpu1,C,freq_lru_prewarm,0.25,8,642,160,1.992,0,2486,1542,944,462,0.620274,506,438,90,1452,0.379726,752.2,40.531,35.618,31.767,3.918,2.351,1.679,0.979
gpu1,C,freq_lru_prewarm,0.5,8,642,321,3.997,0,2486,1738,748,427,0.699115,394,354,202,1536,0.300885,596.1,32.115,28.223,25.172,3.104,1.863,1.33,0.776
gpu1,C,freq_lru_prewarm,0.75,8,642,481,5.989,0,2486,1900,586,425,0.76428,332,254,264,1636,0.23572,467.0,25.16,22.11,19.72,2.432,1.459,1.042,0.608
gpu1,C,freq_lru_prewarm,0.9,8,642,577,7.184,0,2486,1996,490,425,0.802896,236,254,360,1636,0.197104,390.5,21.038,18.488,16.489,2.034,1.22,0.872,0.508
gpu1,C,freq_lru_prewarm,0.99,8,642,635,7.906,0,2486,2054,432,425,0.826227,178,254,418,1636,0.173773,344.2,18.548,16.3,14.538,1.793,1.076,0.768,0.448
gpu1,C,lru_prewarm_topN,,8,642,642,7.994,0,2486,1790,696,696,0.720032,197,499,399,1391,0.279968,554.6,29.883,26.261,23.422,2.889,1.733,1.238,0.722
gpu1,C,belady_same_state_prewarm,,8,642,642,7.994,0,2486,2061,425,425,0.829043,171,254,425,1636,0.170957,338.7,18.247,16.036,14.302,1.764,1.058,0.756,0.441
gpu1,C,belady_pin_same_state,0.25,8,642,160,1.992,0,2486,1579,907,425,0.635157,506,401,90,1489,0.364843,722.8,38.942,34.222,30.522,3.764,2.259,1.613,0.941
gpu1,C,belady_pin_same_state,0.5,8,642,321,3.997,0,2486,1740,746,425,0.69992,394,352,202,1538,0.30008,594.5,32.03,28.147,25.104,3.096,1.858,1.327,0.774
gpu1,C,belady_pin_same_state,0.75,8,642,481,5.989,0,2486,1900,586,425,0.76428,332,254,264,1636,0.23572,467.0,25.16,22.11,19.72,2.432,1.459,1.042,0.608
gpu1,C,belady_pin_same_state,0.9,8,642,577,7.184,0,2486,1996,490,425,0.802896,236,254,360,1636,0.197104,390.5,21.038,18.488,16.489,2.034,1.22,0.872,0.508
gpu1,C,belady_pin_same_state,0.99,8,642,635,7.906,0,2486,2054,432,425,0.826227,178,254,418,1636,0.173773,344.2,18.548,16.3,14.538,1.793,1.076,0.768,0.448
